Chr	GeneID	Start	Stop	CodingLength	S01	S02	S03	S04	S05	S06	S07	S08	S09	S10
chr4	ADH1A	100197523	100212185	1500	0	0	0	0	0	0	0	0	0	0
chr4	ADH1B	100227527	100242572	2682	4	0	274	0	0	0	0	0	0	0
chr4	ADH4	100044833	100065449	1979	0	0	0	2	0	2	0	0	0	0
chr4	ADH5	99992130	100009931	2643	9490	8180	11036	7298	11468	8308	9976	8236	8000	10446
chr4	ADH6	100123795	100140403	3006	4	4	6	8	0	2	6	2	6	2
chr4	ADH7	100333418	100356667	2397	0	0	0	0	0	0	0	0	0	0
chr4	ADRA2C	3768296	3770253	1958	0	2	4	0	2	2	4	4	0	4
chr4	AFAP1	7760440	7941653	7770	18348	11186	21378	12354	9710	16672	11818	16454	14842	8752
chr4	AFAP1-AS1	7755817	7780654	6794	164	66	186	100	34	110	56	142	164	34
chr4	AFF1	87856154	88062206	9709	14324	6206	17340	9782	5256	12240	6086	12854	12294	4994
chr4	AFM	74347462	74369718	1997	0	2	0	0	0	0	0	0	4	2
chr4	AFP	74301933	74321492	2032	0	6	10	2	18	4	8	6	2	2
chr4	AGA	178351929	178363657	2102	680	620	742	536	874	646	884	574	634	804
chr4	AGPAT9	84457067	84527027	2922	36	18	56	42	36	34	18	48	30	30
chr4	AGXT2L1	109663202	109684235	2141	0	2	0	0	0	2	6	0	2	2
chr4	AIMP1	107236767	107270381	3260	5646	4900	6556	4832	6604	5108	5906	5058	4922	5822
chr4	ALB	74269972	74287129	2247	0	4	2	4	0	6	2	16	8	8
chr4	ALPK1	113218499	113363764	5412	1088	810	1174	640	706	924	900	828	826	730
chr4	AMBN	71457975	71473004	2002	0	0	0	0	2	0	0	0	2	4
chr4	AMTN	71384298	71398459	996	132	70	154	70	94	150	120	134	146	82
chr4	ANAPC10	145915727	146019693	1953	998	862	1218	822	1168	838	1070	880	880	1052
chr4	ANAPC4	25378848	25420120	2672	2694	2272	3184	2140	2796	2280	2702	2472	2306	2442
chr4	ANK2	113739239	114304896	14521	6	10	20	4	8	6	6	14	4	0
chr4	ANKRD17	73940502	74124502	9375	15906	7158	19592	11344	5792	13728	6600	14526	13822	5050
chr4	ANKRD37	186317840	186321390	934	94	78	134	80	164	86	126	118	88	156
chr4	ANKRD50	125585204	125633887	8797	13742	5160	16308	11210	4506	11926	4738	12388	13012	3666
chr4	ANTXR2	80822771	80994477	8155	352	194	446	320	230	258	192	310	300	168
chr4	ANXA10	169013688	169108893	1447	10	0	10	6	4	0	0	6	4	0
chr4	ANXA3	79472742	79531605	1618	14316	11290	16810	10560	15514	13152	16058	11870	12554	15576
chr4	ANXA5	122589152	122618147	1599	49168	42300	59462	42642	58986	43224	51954	44948	44954	55104
chr4	AP1AR	113152895	113191211	2908	2374	1452	2954	1974	1416	2018	1440	2238	1988	1322
chr4	APBB2	40812044	41216635	9189	13330	8010	16114	9188	6202	11868	8694	11974	11682	6366
chr4	ARAP2	36067620	36245979	7362	0	4	4	18	8	2	4	6	6	2
chr4	AREG	75310853	75490485	2476	6	8	22	10	10	14	32	12	10	8
chr4	ARFIP1	153701112	153833063	3090	2752	1738	3058	2036	1990	2480	2086	2324	2244	1784
chr4	ARHGAP10	148653453	148993927	3056	4172	3370	4696	2900	4176	3582	4482	3420	3444	4314
chr4	ARHGAP24	86396284	86923823	5682	4722	3906	5718	4500	4830	4268	4006	4872	4538	4204
chr4	ARHGEF38	106473777	106602070	6091	10	4	8	6	2	6	6	2	6	2
chr4	ARL9	57371375	57390058	836	28	40	42	30	64	28	28	56	22	60
chr4	ARSJ	114821440	114900878	4678	5008	2980	6036	3962	2462	4704	2834	4996	4616	2286
chr4	ART3	76932333	77033955	1728	54	34	56	16	22	18	34	30	20	26
chr4	ASB5	177134826	177190373	3029	2	0	0	2	2	0	2	0	4	0
chr4	ATP10D	47487410	47595503	6550	6858	3574	7874	4646	3286	5718	4104	5644	5958	3558
chr4	ATP5I	666225	668127	365	2192	3106	2808	1670	6182	2008	4466	2002	2050	5982
chr4	ATP8A1	42410392	42659122	8342	440	204	462	284	226	406	206	300	392	196
chr4	BANK1	102711764	102995969	3558	20	4	14	6	2	12	10	14	6	4
chr4	BBS12	123653857	123666098	3432	312	266	338	220	338	276	296	226	288	260
chr4	BBS7	122745484	122791652	4282	2184	1636	2670	1902	1700	1976	1702	2058	2064	1570
chr4	BDH2	103998782	104021024	2920	1372	1516	1676	1002	2210	1250	2030	1204	1152	2272
chr4	BEND4	42112870	42154895	8850	6	2	6	0	4	6	6	6	8	0
chr4	BMP2K	79697532	79833341	4355	2118	1102	2690	1642	1596	1904	1352	2072	2024	1292
chr4	BMP3	81952119	81978685	5734	30	14	32	8	20	8	6	24	32	16
chr4	BMPR1B	95679128	96079601	5944	4	4	4	4	2	2	0	6	0	0
chr4	BOD1L	13570366	13629328	10542	8310	3946	10248	6074	2620	7434	3786	7722	7590	2446
chr4	BST1	15704573	15733796	1480	1228	950	1354	676	1322	1222	1314	990	982	1436
chr4	BTC	75671448	75719882	1323	24	14	22	22	14	34	22	12	28	8
chr4	C1QTNF7	15341560	15447791	4839	0	0	2	0	0	2	0	0	4	0
chr4	C4orf17	100432161	100463460	1636	0	0	0	0	0	0	0	0	0	0
chr4	C4orf19	37455552	37595132	3794	50	40	62	34	60	34	52	48	62	44
chr4	C4orf21	113460489	113558151	6740	3100	1906	3692	2382	1560	2512	1988	2678	3020	1528
chr4	C4orf22	81256874	81884910	946	6	0	6	2	0	6	0	0	4	0
chr4	C4orf26	76481258	76491103	1926	34	36	40	28	42	32	46	28	36	32
chr4	C4orf27	170650619	170679093	1216	2146	2278	2454	1770	3288	1944	3094	1786	1832	3110
chr4	C4orf29	128886461	128952455	2187	826	440	918	618	398	668	456	718	706	366
chr4	C4orf3	120217574	120225600	3040	3992	4038	4608	3046	6850	3610	5862	3496	3748	6556
chr4	C4orf32	113066553	113110237	2726	3280	2046	3634	2390	3508	2644	2856	2808	2746	2996
chr4	C4orf33	130014829	130033843	1944	722	472	780	450	702	662	752	568	606	660
chr4	C4orf34	39552546	39640481	1658	1200	694	1408	758	742	1100	832	958	890	648
chr4	C4orf36	87797358	87813575	908	12	20	48	8	6	16	8	16	30	10
chr4	C4orf37	98480025	99064391	1654	4	4	4	0	0	2	0	6	6	0
chr4	C4orf38	184018174	184020352	2179	44	50	32	28	52	46	68	42	56	68
chr4	C4orf39	165878100	165880273	2174	14	2	4	16	2	8	6	6	4	10
chr4	C4orf40	71019904	71032326	4797	20	8	26	6	22	4	14	2	16	10
chr4	C4orf42	1243228	1246795	2930	568	524	702	404	698	510	692	492	498	660
chr4	C4orf43	164415673	164441691	1918	2538	2244	3014	2170	3368	2242	2642	2450	2400	2788
chr4	C4orf44	3250767	3258342	1670	14	4	12	8	8	6	18	12	8	14
chr4	C4orf45	159814684	159956333	817	0	0	6	2	0	0	2	4	0	0
chr4	C4orf46	159587831	159593202	3525	3610	2084	4126	2842	2868	3288	2810	3152	3254	2444
chr4	C4orf47	186350545	186370821	974	8	2	4	0	8	10	2	6	4	2
chr4	C4orf48	2043720	2045697	540	428	598	430	264	1466	348	1004	472	442	1324
chr4	C4orf49	140187317	140201492	1339	6108	5998	6946	4082	7800	6112	8824	5306	5350	8276
chr4	C4orf51	146601356	146653948	845	2	6	0	0	2	4	0	0	2	0
chr4	C4orf52	25915814	25931501	1014	902	998	1070	668	1494	830	1280	800	742	1422
chr4	C4orf6	5526883	5529527	872	6	0	8	4	2	6	2	4	2	4
chr4	CABS1	71200671	71202833	1544	0	0	0	0	0	0	0	0	0	0
chr4	CAMK2D	114372188	114683083	6094	6424	3436	7226	4618	4122	5376	4256	5482	5414	3942
chr4	CASP3	185548850	185570629	2673	9014	5776	10598	7084	7004	8140	7084	8164	8182	6436
chr4	CASP6	110609785	110624629	1661	1364	1220	1722	1142	2002	1364	1808	1318	1212	1894
chr4	CBR4	169908742	169931468	3501	1008	764	1080	796	1040	874	848	910	954	1022
chr4	CC2D2A	15471489	15603180	6413	134	116	164	162	108	96	116	140	138	110
chr4	CCDC109B	110481355	110608872	1274	3268	2776	3776	2664	3862	2754	3714	2952	2956	3720
chr4	CCDC110	186366338	186392913	2896	12	12	20	24	8	12	28	18	20	10
chr4	CCDC111	185570767	185616112	2295	1248	820	1396	922	884	1046	1170	1166	1114	912
chr4	CCDC149	24807739	24981826	4224	378	298	432	230	412	284	362	268	298	298
chr4	CCDC158	77234192	77328458	3626	6	0	12	6	2	0	4	2	0	8
chr4	CCDC96	7042576	7044728	2153	60	106	84	62	216	66	134	92	100	166
chr4	CCNA2	122737599	122745088	2798	18686	13952	22136	14310	15312	17154	16486	16108	15498	14298
chr4	CCNG2	78078357	78091213	5474	2778	1748	3162	1662	1962	2446	1994	2292	2458	2268
chr4	CCNI	77969177	77997125	1873	14168	10340	15888	9530	9086	12004	11772	12240	12190	8670
chr4	CCRN4L	139936943	139967095	1956	1266	936	1536	1284	1018	1112	1378	1386	1594	908
chr4	CD38	15779931	15850706	1491	10	4	0	0	0	2	2	4	0	6
chr4	CDKL2	76501704	76555721	4715	8	14	14	12	8	10	8	22	18	6
chr4	CDKN2AIP	184365789	184369049	2374	2070	1508	2296	1530	1676	1792	1732	1802	1704	1456
chr4	CDS1	85504057	85572493	4538	22	6	26	16	2	20	20	30	18	10
chr4	CENPC1	68337989	68411256	3349	2518	1518	2822	1838	1556	2066	1816	2242	2108	1488
chr4	CENPE	104026963	104119566	8612	12880	6184	15776	9958	4664	11944	6034	12382	11608	4390
chr4	CEP135	56815037	56899527	5670	2568	1186	2952	1884	936	2202	1294	2362	2396	986
chr4	CEP44	175204828	175254531	6552	1738	1122	1910	1206	1196	1458	1298	1420	1408	1110
chr4	CFI	110661848	110723335	2161	4	0	6	6	0	6	2	2	4	2
chr4	CHIC2	54875958	54930815	1150	2152	1666	2438	1604	2312	1902	2384	1926	1934	2364
chr4	CHRNA9	40337346	40357234	2276	0	0	0	0	0	0	2	0	0	0
chr4	CISD2	103790135	103813963	5891	3760	3264	4662	3012	5306	3406	4390	3470	3550	4504
chr4	CLCN3	170541672	170644338	6669	8168	4298	10290	6262	4112	7468	4966	7194	7368	4108
chr4	CLDN24	184242917	184243579	663	4	0	0	10	0	2	0	4	0	0
chr4	CLGN	141309607	141348815	2822	52	44	52	44	38	50	42	56	28	36
chr4	CLNK	10491838	10686386	1677	0	0	2	2	0	0	0	0	2	0
chr4	CLOCK	56298660	56412997	5801	2896	818	3764	2434	598	2598	668	2866	2784	560
chr4	CLRN2	17516788	17528727	823	0	2	0	0	0	0	2	0	0	0
chr4	CNGA1	47937994	48014961	3021	4	0	8	6	6	6	2	2	8	6
chr4	CNO	6717842	6719387	1546	422	558	528	300	964	346	690	424	390	870
chr4	CNOT6L	78634541	78740544	8794	8584	4392	9912	5834	6150	7026	5414	7000	7652	6068
chr4	COL25A1	109731877	110223799	6351	1300	320	1546	1016	308	1190	344	1286	1486	268
chr4	COMMD8	47452811	47465676	1411	2454	1878	2920	2044	2832	2288	2550	2152	2136	2486
chr4	COPS4	83956239	83996971	1748	4684	4292	5694	3730	6272	4264	5540	4184	4066	5718
chr4	COQ2	84184977	84206067	1641	1802	1694	2152	1410	2174	1808	2280	1606	1666	2198
chr4	CORIN	47596018	47840059	4942	40	44	70	28	46	40	50	42	40	36
chr4	COX18	73920416	73935472	4523	858	760	1092	668	1190	816	1002	882	824	1008
chr4	COX7B2	46736847	46911252	543	0	0	2	0	0	0	0	2	0	0
chr4	CPE	166300097	166419482	2428	14	10	14	14	8	10	14	14	4	8
chr4	CPEB2	15004298	15071777	6887	2148	954	2440	1740	1002	1750	1116	2120	2484	828
chr4	CPLX1	778745	819945	2140	122	120	150	66	192	114	246	104	112	218
chr4	CPZ	8594387	8621488	2540	14	8	6	10	2	10	4	8	18	14
chr4	CRIPAK	1385340	1389782	4443	316	318	360	254	256	254	296	312	316	254
chr4	CRMP1	5822491	5894785	3507	484	436	516	354	526	398	502	398	382	476
chr4	CSN1S1	70796799	70812288	981	0	2	0	2	4	2	0	2	2	2
chr4	CSN3	71108333	71117145	808	2	4	10	2	4	2	2	4	0	0
chr4	CTBP1	1205228	1242908	2483	6486	7686	7250	4418	11498	5376	10620	5902	5406	11136
chr4	CTSO	156845270	156875048	2933	148	110	202	110	220	130	202	130	126	172
chr4	CWH43	48988265	49064095	2470	4	2	0	4	0	4	2	4	0	0
chr4	CXCL1	74735109	74737019	1169	4642	4014	5560	2640	3942	3756	4042	5246	4246	3564
chr4	CXCL10	76942269	76944689	1216	1782	854	1710	888	1718	1406	1364	1138	1270	1338
chr4	CXCL11	76954840	76957350	1601	3592	2034	4004	2558	3030	3152	2780	2886	2696	2278
chr4	CXCL13	78432907	78532988	1203	4	0	0	0	0	0	4	0	2	10
chr4	CXCL2	74962754	74964997	1203	978	518	664	260	762	648	278	648	482	512
chr4	CXCL3	74902312	74904490	1153	52	36	56	50	96	54	62	50	68	76
chr4	CXCL5	74861359	74864416	2458	518	154	554	350	258	418	246	450	464	222
chr4	CXCL6	74702273	74704477	1659	158	124	166	126	208	146	126	142	162	128
chr4	CXCL9	76922623	76928641	2545	54	14	36	34	36	54	28	44	60	52
chr4	CXXC4	105389463	105416058	5578	4	0	4	4	0	0	0	0	0	4
chr4	CYP2U1	108852717	108874613	4752	2678	1678	3096	1788	1968	2416	1820	2190	2248	1746
chr4	CYP4V2	187112674	187134617	4704	290	144	296	172	222	212	256	270	256	224
chr4	CYTL1	5016314	5021197	1000	78	120	76	58	138	76	132	60	62	110
chr4	D4S234E	4387983	4420785	3125	6576	5720	7956	4926	10208	5986	7330	5492	6290	9072
chr4	DANCR	53578621	53580305	855	682	874	826	620	1324	574	1166	618	688	1178
chr4	DAPP1	100737981	100791346	2937	20	20	32	20	12	6	10	18	20	16
chr4	DCAF16	17802278	17812381	4548	4704	4076	5334	3382	5212	4168	5300	3964	3990	4926
chr4	DCAF4L1	41983713	41988484	4772	88	76	86	70	58	102	96	130	92	48
chr4	DCHS2	155155527	155412930	12141	18	10	48	14	14	26	14	8	24	18
chr4	DCK	71859265	71896629	2605	4888	2690	5380	3578	2760	4328	3122	4046	4176	2596
chr4	DCLK2	150999426	151178608	4398	454	402	522	338	458	380	472	394	456	410
chr4	DCTD	183811244	183838630	2042	5076	4266	5706	3842	5710	4284	5662	4378	4464	5448
chr4	DCUN1D4	52709276	52783003	4265	4994	3120	5448	3708	3930	4260	3590	4452	4432	3538
chr4	DDIT4L	101107027	101111655	2634	64	62	72	48	74	48	66	92	48	60
chr4	DDX60	169137442	169239958	6073	27930	11638	31820	17808	7916	24474	12826	23562	21840	6548
chr4	DDX60L	169277886	169401638	6754	20408	8716	20894	10764	7732	17150	10512	16100	15500	6362
chr4	DEFB131	9446260	9452240	213	10	4	0	2	0	4	6	6	12	2
chr4	DGKQ	952672	967348	4643	1374	2014	1728	956	2538	1100	2514	1228	1230	2434
chr4	DHX15	24529088	24586184	3015	16480	11080	19898	13018	12808	14672	13086	15608	15676	11552
chr4	DKFZP434I0714	153457416	153460415	3000	218	126	220	186	172	224	234	198	200	238
chr4	DKK2	107842959	107957453	3637	0	0	0	2	0	2	0	0	0	0
chr4	DMP1	88571454	88585512	2686	0	0	2	0	0	0	2	2	2	2
chr4	DNAJB14	100820710	100867879	2766	3268	1018	3886	2500	854	2934	948	3082	2910	712
chr4	DOK7	3465033	3496209	2566	20	2	10	2	4	4	10	4	2	2
chr4	DRD5	9783258	9785633	2376	0	0	0	0	0	0	4	2	0	2
chr4	DSPP	88529681	88538025	4331	2	0	0	0	0	0	0	2	0	0
chr4	DUX4L4	190992093	191013476	6438	0	2	0	0	2	2	0	2	0	2
chr4	EDNRA	148402069	148466106	4150	1038	568	970	556	704	866	782	706	792	802
chr4	EGF	110834040	110934118	5583	2	10	2	4	8	0	10	0	4	14
chr4	EIF4E	99799607	99851786	5040	7846	5884	8976	6380	7826	6968	6736	7018	6956	6704
chr4	ELF2	139978871	140060606	3615	4798	3292	5598	3564	3310	4308	3882	4202	4248	3304
chr4	ELMOD2	141445312	141474924	4409	1582	1242	2036	1266	1322	1576	1324	1398	1532	1244
chr4	ELOVL6	110970229	111119820	3392	468	302	526	300	282	434	334	442	368	252
chr4	EMCN	101316498	101439250	4037	716	476	776	554	980	526	626	540	644	840
chr4	ENAM	71494461	71512536	5674	24	10	24	16	8	24	14	38	34	8
chr4	ENOPH1	83351726	83382244	2014	4144	3048	4898	3454	3868	3728	4074	3960	3700	3580
chr4	ENPEP	111397229	111484493	4995	2	0	6	4	12	2	4	4	4	2
chr4	ENPP6	185009859	185139114	3936	6	6	6	6	12	0	8	4	6	2
chr4	EPGN	75174204	75179307	847	22	2	18	12	8	12	2	16	20	6
chr4	EPHA5	66185281	66535653	7858	26	2	36	26	4	14	6	20	18	4
chr4	EREG	75230860	75254477	4628	56	32	114	58	66	64	58	74	62	54
chr4	ERVMER34-1	53609684	53617807	2985	8	6	10	12	0	10	2	10	12	6
chr4	ETFDH	159593277	159629841	2348	1842	1508	2178	1304	1650	1512	1754	1566	1588	1400
chr4	EVC	5712924	5816031	6430	2104	1274	2638	1496	784	1720	1038	1950	1644	752
chr4	EVC2	5564146	5711275	5130	690	886	770	506	1218	600	992	664	592	1180
chr4	EXOC1	56719816	56771244	3582	5568	4162	6524	4214	4360	4818	4646	4856	4870	4290
chr4	EXOSC9	122722472	122738176	1644	5240	5550	5728	4058	7714	4440	7142	4634	4614	6962
chr4	F11	187187118	187210835	3278	0	0	0	0	0	0	0	0	0	0
chr4	FABP2	120238405	120243316	2249	8	2	6	2	0	0	2	10	4	2
chr4	FAM114A1	38869354	38947365	4138	8126	5660	9392	5772	6010	7328	6810	6916	6858	5776
chr4	FAM13A	89647106	89978323	6134	216	150	256	142	196	214	216	154	158	142
chr4	FAM13A-AS1	89630940	89651254	3210	102	80	144	164	86	94	110	136	172	94
chr4	FAM149A	187065995	187093817	2704	2	8	4	2	0	4	2	2	8	0
chr4	FAM160A1	152330398	152584784	4576	172	78	280	132	70	158	56	170	126	36
chr4	FAM175A	84382094	84406290	2823	1104	732	1352	840	680	954	864	912	968	600
chr4	FAM184B	17633709	17783135	3842	76	78	106	66	206	66	152	72	92	178
chr4	FAM190A	91048684	92523370	8080	0	0	0	0	0	2	4	2	2	0
chr4	FAM193A	2627159	2734302	5206	3918	3466	4502	2566	3430	3424	3858	3350	3142	3512
chr4	FAM198B	159045732	159094202	5123	492	350	636	366	504	474	460	394	516	520
chr4	FAM200B	15683352	15692070	4385	1074	766	1292	888	1434	982	1298	830	1006	1362
chr4	FAM47E	77135193	77204936	2094	2	4	12	0	2	2	4	6	6	2
chr4	FAM53A	1641608	1685988	2836	74	84	92	68	110	80	174	68	74	120
chr4	FAM92A3	183958818	183961272	2455	4	6	18	2	10	6	8	4	8	12
chr4	FAT1	187508937	187644987	14764	370	110	380	222	44	268	86	308	260	62
chr4	FAT4	126237567	126414087	16110	20064	6396	24228	13656	4922	16602	5934	18226	17818	4454
chr4	FBXL5	15606007	15657035	3644	4944	3412	5830	3656	3918	4464	4098	4362	4372	3504
chr4	FBXO8	175157810	175205402	2563	946	842	1074	652	918	850	954	782	762	954
chr4	FBXW7	153242410	153456172	4709	2262	1402	2642	1686	1454	1958	1710	1842	1944	1470
chr4	FDCSP	71091788	71100968	565	2	0	2	0	0	2	0	2	0	0
chr4	FGA	155504280	155511897	3916	0	0	0	0	2	0	0	0	0	0
chr4	FGB	155484132	155493915	3628	54	28	80	42	24	48	30	52	54	30
chr4	FGF2	123747863	123819390	6774	15812	6810	18020	13888	8762	14536	7968	14724	14816	6896
chr4	FGF5	81187742	81212171	5389	2448	1354	3128	3034	1828	2398	1634	3202	3120	1306
chr4	FGFBP1	15937193	15940363	1358	0	2	0	0	0	0	2	2	2	0
chr4	FGFR3	1795039	1810599	4438	540	514	544	252	666	446	528	518	462	620
chr4	FGFRL1	1005610	1020686	3237	1586	1824	1832	1002	1812	1280	2648	1470	1404	1830
chr4	FGG	155525286	155533902	1982	24	8	38	18	20	26	42	50	44	40
chr4	FHDC1	153864135	153900848	6480	68	38	78	54	50	64	56	62	70	36
chr4	FIP1L1	54243820	54326103	2485	4570	3682	5726	3708	4936	4194	4730	4312	3958	4420
chr4	FLJ13197	38614322	38666249	2368	206	182	236	132	188	150	270	184	174	192
chr4	FLJ14186	120326678	120331815	4818	308	338	328	248	266	254	326	284	310	258
chr4	FLJ20021	102268934	102270040	793	92	156	132	46	376	90	252	66	74	376
chr4	FLJ35424	3578596	3592712	2483	0	0	0	0	0	0	0	0	0	0
chr4	FLJ36777	7099151	7105103	2140	4	6	4	2	4	4	8	10	6	12
chr4	FLJ38576	187110186	187112644	2459	2	2	0	0	2	0	2	0	0	4
chr4	FLJ39653	16228286	16259810	2547	58	106	98	52	272	134	134	68	46	142
chr4	FNIP2	159690182	159827954	5786	3144	1088	4178	2362	728	2992	1006	2646	2720	604
chr4	FRAS1	78978724	79465423	16545	312	110	404	152	92	210	118	186	264	92
chr4	FREM3	144498561	144621828	6623	16	10	4	6	10	10	4	2	12	8
chr4	FRG1	190861974	190884359	1043	1260	1488	1534	1030	2060	1214	2048	1254	1222	2048
chr4	FRYL	48499380	48782316	11706	9904	4390	11494	7078	4120	8384	4526	8388	8808	3904
chr4	FSTL5	162305049	163085186	4830	0	0	0	0	2	0	0	4	2	0
chr4	G3BP2	76567953	76598667	4551	24128	12960	28720	18968	14692	21860	15138	21720	22032	12790
chr4	GAB1	144257983	144395718	7910	1834	986	2194	1202	1026	1542	1004	1394	1544	1022
chr4	GABRA2	46251581	46392056	3078	6	2	4	8	0	4	0	4	2	2
chr4	GABRA4	46920917	46996424	11973	0	0	2	0	0	0	0	0	0	0
chr4	GABRB1	47033295	47428447	2211	0	0	0	0	0	0	0	0	0	0
chr4	GAK	843065	926174	4531	5240	6744	6268	3876	8894	4480	8704	5034	4688	8636
chr4	GALNT7	174089904	174245118	4307	5230	2824	6172	4388	2682	4450	2888	4718	4844	2598
chr4	GALNTL6	172734575	173961558	2849	0	2	0	0	4	0	4	4	0	0
chr4	GAR1	110736666	110745893	1267	2808	2732	3354	2584	4046	2564	3502	2558	2422	3742
chr4	GC	72607411	72671237	2266	0	0	0	0	2	0	0	0	0	2
chr4	GLRB	157997277	158093242	3214	538	448	670	334	472	530	558	460	506	454
chr4	GNPDA2	44704168	44728612	1918	1502	998	1958	1298	1144	1380	1222	1400	1338	934
chr4	GNRHR	68603099	68621804	5837	12	2	20	4	4	8	4	12	20	4
chr4	GPM6A	176554088	176923648	3798	0	0	2	0	0	2	2	0	0	0
chr4	GPR125	22388999	22517672	4560	8	8	12	6	0	6	2	6	4	2
chr4	GPR78	8581964	8591750	4498	6	6	8	4	4	4	6	6	2	4
chr4	GPRIN3	90165429	90229161	6352	4	0	4	0	0	2	0	0	2	0
chr4	GRIA2	158141736	158287226	5869	0	2	0	0	0	0	0	0	0	0
chr4	GRID2	93225550	94693649	3282	0	2	0	0	0	0	0	0	0	0
chr4	GRK4	2965343	3042474	2314	144	140	126	88	180	86	170	88	134	144
chr4	GRPEL1	7061780	7069800	1504	3200	3110	3930	2858	5316	2642	3930	3142	2782	4286
chr4	GRSF1	71681499	71705627	6874	8666	7274	9920	7080	10112	7580	8834	7884	8066	9206
chr4	GSTCD	106629941	106768882	4355	2828	1562	3316	2226	1334	2400	1626	2542	2354	1300
chr4	GSX2	54966248	54968122	1212	16	10	20	4	14	16	18	16	16	12
chr4	GUCY1A3	156587862	156658214	10472	0	0	0	0	0	0	0	0	0	0
chr4	GUCY1B3	156680126	156728783	3249	0	0	4	0	0	0	0	0	2	2
chr4	GUF1	44680433	44702697	4216	3192	2172	3872	2772	2436	2952	2412	3100	3028	2328
chr4	GYPA	145030456	145061904	2660	0	2	0	0	0	0	0	0	0	0
chr4	GYPE	144792019	144826716	1884	0	0	2	0	2	0	0	2	0	0
chr4	H2AFZ	100869244	100871512	947	40670	41082	49212	32842	71488	36372	56422	37280	36954	63754
chr4	HADH	108910870	108956331	2033	1806	1852	2196	1348	2266	1614	2498	1680	1520	2400
chr4	HAND2	174447652	174451378	2368	0	0	6	0	0	0	0	0	0	0
chr4	HAUS3	2230096	2243860	5600	3220	2690	3912	2564	3256	2660	2898	2740	2790	2682
chr4	HELQ	84328499	84377025	3592	1084	904	1232	816	1412	946	1178	846	912	1202
chr4	HELT	185940083	185941926	984	0	4	2	2	0	4	2	2	0	2
chr4	HERC3	89513647	89629686	4894	3156	1522	3772	2468	1506	2534	1554	2898	2894	1448
chr4	HERC5	89378268	89427314	3513	20394	12462	21044	12120	13708	17426	16756	15702	14618	11722
chr4	HERC6	89299891	89364249	3889	13242	8138	15212	8296	9514	12158	10424	12294	10568	7886
chr4	HGFAC	3443726	3451213	2038	4	14	16	12	28	4	8	6	4	18
chr4	HHIP	145567148	145659881	3555	11508	6456	14808	10918	14048	9868	7234	12264	12466	11560
chr4	HMGB2	174252527	174255595	1653	34178	36758	39376	23246	48476	30398	52960	28158	27806	50672
chr4	HMX1	8868773	8873543	1896	0	4	0	0	2	0	2	0	2	0
chr4	HNRNPD	83274467	83295149	2257	28740	26182	34212	22882	36342	26008	32692	26952	26208	33298
chr4	HNRPDL	83343717	83351378	4245	25446	20704	29288	21660	28510	23178	27670	23276	22472	26042
chr4	HOPX	57514154	57547872	1896	338	398	542	460	608	350	354	436	332	420
chr4	HPGD	175411328	175444049	3027	0	0	2	2	0	0	0	2	0	0
chr4	HPGDS	95219707	95264027	1615	0	2	4	2	0	0	0	0	2	0
chr4	HPSE	84213614	84256306	4720	2946	1938	3236	1800	2296	2664	2418	2452	2476	2346
chr4	HS3ST1	11399988	11430537	1965	28	38	34	30	120	22	42	22	36	36
chr4	HSD17B11	88257691	88312455	1873	3602	2902	3832	2448	3692	2984	4082	2840	2916	3610
chr4	HSD17B13	88224941	88244056	2395	26	36	38	34	20	10	40	20	46	28
chr4	HSPA4L	128703453	128754526	3270	1418	682	1780	1180	534	1234	656	1318	1236	550
chr4	HTN1	70916159	70924559	537	2	2	0	0	0	2	0	0	0	0
chr4	HTN3	70894130	70902255	578	0	0	0	0	0	0	0	4	0	0
chr4	HTRA3	8271489	8308838	2544	144	192	180	128	266	126	228	112	158	214
chr4	HTT	3076408	3245687	13475	11618	8294	13658	8236	7072	9744	8278	10552	10056	6706
chr4	HTT-AS1	3064973	3076241	740	2	0	2	0	0	2	0	4	2	4
chr4	IBSP	88720702	88733601	1591	2	0	0	0	0	0	0	0	2	0
chr4	IDUA	980785	998317	2186	288	372	304	178	664	212	644	264	228	640
chr4	IGFBP7	57897237	57976551	1317	65102	58532	73068	38658	96006	57590	88812	55760	56872	97742
chr4	IGJ	71521258	71532348	1409	0	0	0	0	0	0	0	0	2	2
chr4	IL15	142557749	142655140	2811	386	340	474	248	300	356	544	406	302	256
chr4	IL21	123533783	123542212	707	0	0	0	0	0	0	0	0	0	0
chr4	IL8	74606223	74609433	1705	2316	1752	2584	1518	892	1792	1056	2580	1796	716
chr4	ING2	184426220	184432249	1116	644	720	806	540	994	566	888	576	484	888
chr4	INPP4B	142949182	143767604	4123	52	20	32	38	38	18	44	50	38	32
